udi,product_id,air_temperature_[k],process_temperature_[k],rotational_speed_[rpm],torque_[nm],tool_wear_[min],machine_failure,twf,hdf,pwf,osf,rnf,temp_diff,power,wear_torque,norm_wear,type_L,type_M
4126,L51305,302.1,310.6,1439,40.0,7,0,0,0,0,0,0,8.5,57560.0,280.0,0.029166666666666667,True,False
4127,M18986,302.0,310.6,1623,34.3,9,0,0,0,0,0,0,8.600000000000023,55668.899999999994,308.7,0.036,False,True
4128,H33541,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,8.600000000000023,62121.600000000006,518.4000000000001,0.046153846153846156,False,False
4129,L51308,301.9,310.4,1708,24.8,17,0,0,0,0,0,0,8.5,42358.4,421.6,0.07083333333333333,True,False
4130,M18989,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,8.5,54478.200000000004,621.3000000000001,0.076,False,True
4131,L51310,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,8.5,80760.8,1381.6,0.09166666666666666,True,False
4132,L51311,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,8.400000000000034,68755.5,1111.1999999999998,0.1,True,False
4133,M18992,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,8.5,73972.5,1365.0,0.104,False,True
4134,L51313,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,8.5,48184.5,791.7,0.12083333333333333,True,False
4135,L51314,301.8,310.3,1688,28.8,31,0,0,0,0,0,0,8.5,48614.4,892.8000000000001,0.12916666666666668,True,False
4136,M18995,301.7,310.3,1787,26.7,33,0,0,0,0,0,0,8.600000000000023,47712.9,881.1,0.132,False,True
4137,L51316,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,8.400000000000034,71376.0,1728.0,0.15,True,False
4138,L51317,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,8.400000000000034,69892.0,1919.0,0.15833333333333333,True,False
4139,L51318,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,8.5,75251.4,2296.0,0.16666666666666666,True,False
4140,H33553,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,8.5,49896.0,1293.6000000000001,0.16153846153846155,False,False
4141,L51320,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,8.5,81457.2,2876.4,0.19583333333333333,True,False
4142,H33555,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,8.400000000000034,55994.6,1876.6999999999998,0.18846153846153846,False,False
4143,L51322,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,8.400000000000034,71484.8,2710.8,0.225,True,False
4144,L51323,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,8.400000000000034,59400.0,2217.6,0.23333333333333334,True,False
4145,L51324,301.8,310.1,1738,28.0,58,0,0,0,0,0,0,8.300000000000011,48664.0,1624.0,0.24166666666666667,True,False
4146,M19005,301.8,310.3,1465,46.5,60,0,0,0,0,0,0,8.5,68122.5,2790.0,0.24,False,True
4147,L51326,301.8,310.3,1482,41.4,63,0,0,0,0,0,0,8.5,61354.799999999996,2608.2,0.2625,True,False
4148,L51327,301.9,310.3,1398,44.0,65,0,0,0,0,0,0,8.400000000000034,61512.0,2860.0,0.2708333333333333,True,False
4149,L51328,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,8.400000000000034,42003.6,1427.1000000000001,0.2791666666666667,True,False
4150,L51329,301.9,310.4,1603,37.6,69,0,0,0,0,0,0,8.5,60272.8,2594.4,0.2875,True,False
4151,L51330,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,8.5,56027.99999999999,2470.7999999999997,0.29583333333333334,True,False
4152,M19011,301.9,310.4,1373,48.0,73,1,0,1,0,0,0,8.5,65904.0,3504.0,0.292,False,True
4153,M19012,302.0,310.5,1425,44.7,76,0,0,0,0,0,0,8.5,63697.50000000001,3397.2000000000003,0.304,False,True
4154,M19013,302.0,310.4,1212,55.6,79,1,0,1,0,0,0,8.399999999999977,67387.2,4392.400000000001,0.316,False,True
4155,M19014,302.0,310.4,1828,26.3,82,0,0,0,0,0,0,8.399999999999977,48076.4,2156.6,0.328,False,True
4156,L51335,302.0,310.5,1370,44.4,85,1,0,1,0,0,0,8.5,60828.0,3774.0,0.3541666666666667,True,False
4157,M19016,302.0,310.5,1823,25.1,87,0,0,0,0,0,0,8.5,45757.3,2183.7000000000003,0.348,False,True
4158,L51337,302.0,310.5,1263,60.6,90,1,0,1,0,0,0,8.5,76537.8,5454.0,0.375,True,False
4159,L51338,301.9,310.4,1889,21.5,92,0,0,0,0,0,0,8.5,40613.5,1978.0,0.38333333333333336,True,False
4160,M19019,302.0,310.5,1639,32.9,94,0,0,0,0,0,0,8.5,53923.1,3092.6,0.376,False,True
4161,M19020,302.0,310.4,1608,33.1,97,0,0,0,0,0,0,8.399999999999977,53224.8,3210.7000000000003,0.388,False,True
4162,H33575,301.9,310.3,1653,32.4,100,0,0,0,0,0,0,8.400000000000034,53557.2,3240.0,0.38461538461538464,False,False
4163,L51342,302.0,310.4,1591,29.8,105,0,0,0,0,0,0,8.399999999999977,47411.8,3129.0,0.4375,True,False
4164,L51343,302.1,310.5,1696,30.9,107,0,0,0,0,0,0,8.399999999999977,52406.399999999994,3306.2999999999997,0.44583333333333336,True,False
4165,L51344,302.2,310.6,1346,47.5,109,1,0,1,0,0,0,8.400000000000034,63935.0,5177.5,0.45416666666666666,True,False
4166,M19025,302.2,310.5,1507,40.4,111,0,0,0,0,0,0,8.300000000000011,60882.799999999996,4484.4,0.444,False,True
4167,H33580,302.3,310.6,1525,48.7,114,0,0,0,0,0,0,8.300000000000011,74267.5,5551.8,0.43846153846153846,False,False
4168,M19027,302.3,310.7,1559,33.9,119,0,0,0,0,0,0,8.399999999999977,52850.1,4034.1,0.476,False,True
4169,L51348,302.2,310.6,1632,30.5,122,0,0,0,0,0,0,8.400000000000034,49776.0,3721.0,0.5083333333333333,True,False
4170,L51349,302.1,310.5,1559,36.0,124,0,0,0,0,0,0,8.399999999999977,56124.0,4464.0,0.5166666666666667,True,False
4171,M19030,302.2,310.6,1355,51.5,126,1,0,1,0,0,0,8.400000000000034,69782.5,6489.0,0.504,False,True
4172,M19031,302.2,310.5,1832,23.7,129,0,0,0,0,0,0,8.300000000000011,43418.4,3057.2999999999997,0.516,False,True
4173,L51352,302.2,310.6,1386,50.0,132,0,0,0,0,0,0,8.400000000000034,69300.0,6600.0,0.55,True,False
4174,M19033,302.2,310.6,1346,49.2,134,1,0,1,0,0,0,8.400000000000034,66223.2,6592.8,0.536,False,True
4175,L51354,302.3,310.7,1499,37.8,137,0,0,0,0,0,0,8.399999999999977,56662.2,5178.599999999999,0.5708333333333333,True,False
4176,L51355,302.3,310.7,1612,33.4,139,0,0,0,0,0,0,8.399999999999977,53840.799999999996,4642.599999999999,0.5791666666666667,True,False
4177,M19036,302.3,310.7,1544,39.7,141,0,0,0,0,0,0,8.399999999999977,61296.8,5597.700000000001,0.564,False,True
4178,L51357,302.5,310.9,1477,39.2,144,0,0,0,0,0,0,8.399999999999977,57898.4,5644.8,0.6,True,False
4179,L51358,302.5,310.9,1624,34.4,146,0,0,0,0,0,0,8.399999999999977,55865.6,5022.4,0.6083333333333333,True,False
4180,L51359,302.4,310.9,1349,46.1,148,1,0,1,0,0,0,8.5,62188.9,6822.8,0.6166666666666667,True,False
4181,L51360,302.4,310.8,1686,28.8,150,0,0,0,0,0,0,8.400000000000034,48556.8,4320.0,0.625,True,False
4182,M19041,302.4,310.7,1521,40.4,152,0,0,0,0,0,0,8.300000000000011,61448.4,6140.8,0.608,False,True
4183,L51362,302.4,310.7,1362,54.8,155,1,0,1,0,0,0,8.300000000000011,74637.59999999999,8494.0,0.6458333333333334,True,False
4184,L51363,302.3,310.7,1402,50.9,157,0,0,0,0,0,0,8.399999999999977,71361.8,7991.3,0.6541666666666667,True,False
4185,L51364,302.2,310.6,1334,53.2,159,1,0,1,0,0,0,8.400000000000034,70968.8,8458.800000000001,0.6625,True,False
4186,L51365,302.2,310.6,1348,48.4,161,1,0,1,0,0,0,8.400000000000034,65243.2,7792.4,0.6708333333333333,True,False
4187,M19046,302.2,310.6,1570,34.6,163,0,0,0,0,0,0,8.400000000000034,54322.0,5639.8,0.652,False,True
4188,M19047,302.2,310.7,1601,33.0,166,0,0,0,0,0,0,8.5,52833.0,5478.0,0.664,False,True
4189,M19048,302.3,310.8,1611,31.8,169,0,0,0,0,0,0,8.5,51229.8,5374.2,0.676,False,True
4190,L51369,302.4,310.9,1560,31.8,172,0,0,0,0,0,0,8.5,49608.0,5469.6,0.7166666666666667,True,False
4191,H33604,302.4,310.9,1444,40.7,174,0,0,0,0,0,0,8.5,58770.8,7081.8,0.6692307692307692,False,False
4192,L51371,302.4,311.0,1317,59.4,179,0,0,0,0,0,0,8.600000000000023,78229.8,10632.6,0.7458333333333333,True,False
4193,M19052,302.5,311.0,1463,43.1,181,0,0,0,0,0,0,8.5,63055.3,7801.1,0.724,False,True
4194,L51373,302.4,311.1,1634,34.2,184,0,0,0,0,0,0,8.700000000000045,55882.8,6292.8,0.7666666666666667,True,False
4195,L51374,302.4,311.0,1423,46.2,186,0,0,0,0,0,0,8.600000000000023,65742.6,8593.2,0.775,True,False
4196,L51375,302.5,311.0,1548,38.4,188,0,0,0,0,0,0,8.5,59443.2,7219.2,0.7833333333333333,True,False
4197,M19056,302.5,311.0,1563,35.6,190,0,0,0,0,0,0,8.5,55642.8,6764.0,0.76,False,True
4198,L51377,302.4,311.0,1573,36.5,193,0,0,0,0,0,0,8.600000000000023,57414.5,7044.5,0.8041666666666667,True,False
4199,M19058,302.4,311.1,1432,44.5,195,0,0,0,0,0,0,8.700000000000045,63724.0,8677.5,0.78,False,True
4200,M19059,302.5,311.1,1638,32.0,198,0,0,0,0,0,0,8.600000000000023,52416.0,6336.0,0.792,False,True
4201,L51380,302.5,311.1,1571,34.2,201,0,0,0,0,0,0,8.600000000000023,53728.200000000004,6874.200000000001,0.8375,True,False
4202,L51381,302.4,311.0,2211,15.4,203,0,0,0,0,0,0,8.600000000000023,34049.4,3126.2000000000003,0.8458333333333333,True,False
4203,L51382,302.4,311.0,1555,40.6,205,0,0,0,0,0,0,8.600000000000023,63133.0,8323.0,0.8541666666666666,True,False
4204,M19063,302.3,310.9,1558,31.9,207,0,0,0,0,0,0,8.599999999999966,49700.2,6603.299999999999,0.828,False,True
4205,M19064,302.3,310.9,1523,43.2,210,0,0,0,0,0,0,8.599999999999966,65793.6,9072.0,0.84,False,True
4206,L51385,302.3,310.8,1723,26.3,213,0,0,0,0,0,0,8.5,45314.9,5601.900000000001,0.8875,True,False
4207,M19066,302.3,310.8,1721,28.4,215,0,0,0,0,0,0,8.5,48876.399999999994,6106.0,0.86,False,True
4208,M19067,302.3,310.9,1710,30.4,218,1,1,0,0,0,0,8.599999999999966,51984.0,6627.2,0.872,False,True
4209,M19068,302.3,310.9,1627,32.3,0,0,0,0,0,0,0,8.599999999999966,52552.1,0.0,0.0,False,True
4210,M19069,302.2,310.8,1422,47.0,3,0,0,0,0,0,0,8.600000000000023,66834.0,141.0,0.012,False,True
4211,L51390,302.1,310.8,1565,35.3,6,0,0,0,0,0,0,8.699999999999989,55244.49999999999,211.79999999999998,0.025,True,False
4212,L51391,302.1,310.7,1314,52.8,8,1,0,1,0,0,0,8.599999999999966,69379.2,422.4,0.03333333333333333,True,False
4213,M19072,302.0,310.6,1392,60.5,10,0,0,0,0,0,0,8.600000000000023,84216.0,605.0,0.04,False,True
4214,L51393,302.1,310.7,1465,40.7,13,0,0,0,0,0,0,8.599999999999966,59625.50000000001,529.1,0.05416666666666667,True,False
4215,L51394,301.9,310.6,1573,36.6,15,0,0,0,0,0,0,8.700000000000045,57571.8,549.0,0.0625,True,False
4216,M19075,302.0,310.7,2157,17.8,17,0,0,0,0,0,0,8.699999999999989,38394.6,302.6,0.068,False,True
4217,L51396,301.9,310.7,1370,50.3,20,0,0,0,0,0,0,8.800000000000011,68911.0,1006.0,0.08333333333333333,True,False
4218,L51397,301.9,310.6,1462,38.8,22,0,0,0,0,0,0,8.700000000000045,56725.6,853.5999999999999,0.09166666666666666,True,False
4219,M19078,302.0,310.6,1479,40.5,24,0,0,0,0,0,0,8.600000000000023,59899.5,972.0,0.096,False,True
4220,L51399,301.9,310.7,1717,26.8,27,0,0,0,0,0,0,8.800000000000011,46015.6,723.6,0.1125,True,False
4221,M19080,301.9,310.6,1260,65.9,29,0,0,0,0,0,0,8.700000000000045,83034.0,1911.1000000000001,0.116,False,True
4222,L51401,301.9,310.6,1467,39.3,32,0,0,0,0,0,0,8.700000000000045,57653.1,1257.6,0.13333333333333333,True,False
4223,M19082,302.0,310.6,1535,38.6,34,0,0,0,0,0,0,8.600000000000023,59251.0,1312.4,0.136,False,True
4224,L51403,302.0,310.7,1657,31.9,37,0,0,0,0,0,0,8.699999999999989,52858.299999999996,1180.3,0.15416666666666667,True,False
4225,L51404,302.0,310.7,1698,28.1,39,0,0,0,0,0,0,8.699999999999989,47713.8,1095.9,0.1625,True,False
4226,L51405,302.1,310.7,1359,49.3,41,1,0,1,0,0,0,8.599999999999966,66998.7,2021.3,0.17083333333333334,True,False
4227,L51406,302.1,310.8,1596,37.1,43,0,0,0,0,0,0,8.699999999999989,59211.600000000006,1595.3,0.17916666666666667,True,False
4228,L51407,302.2,310.8,1383,46.9,45,0,0,0,0,0,0,8.600000000000023,64862.7,2110.5,0.1875,True,False
4229,L51408,302.2,310.8,2203,16.6,47,0,0,0,0,0,0,8.600000000000023,36569.8,780.2,0.19583333333333333,True,False
4230,M19089,302.2,310.8,1408,46.8,49,0,0,0,0,0,0,8.600000000000023,65894.4,2293.2,0.196,False,True
4231,L51410,302.2,310.8,1673,32.9,52,0,0,0,0,0,0,8.600000000000023,55041.7,1710.8,0.21666666666666667,True,False
4232,L51411,302.2,310.8,1340,47.8,54,0,0,0,0,0,0,8.600000000000023,64051.99999999999,2581.2,0.225,True,False
4233,L51412,302.2,310.9,1452,42.3,56,0,0,0,0,0,0,8.699999999999989,61419.6,2368.7999999999997,0.23333333333333334,True,False
4234,M19093,302.2,310.9,1302,53.4,58,0,0,0,0,0,0,8.699999999999989,69526.8,3097.2,0.232,False,True
4235,H33648,302.2,310.9,1522,35.9,61,0,0,0,0,0,0,8.699999999999989,54639.799999999996,2189.9,0.23461538461538461,False,False
4236,L51415,302.2,310.8,1438,41.4,66,0,0,0,0,0,0,8.600000000000023,59533.2,2732.4,0.275,True,False
4237,L51416,302.2,310.9,1604,40.5,68,0,0,0,0,0,0,8.699999999999989,64962.0,2754.0,0.2833333333333333,True,False
4238,L51417,302.2,311.0,1832,23.2,70,0,0,0,0,0,0,8.800000000000011,42502.4,1624.0,0.2916666666666667,True,False
4239,M19098,302.3,311.0,1521,34.8,72,0,0,0,0,0,0,8.699999999999989,52930.799999999996,2505.6,0.288,False,True
4240,L51419,302.3,311.0,1446,37.6,75,0,0,0,0,0,0,8.699999999999989,54369.6,2820.0,0.3125,True,False
4241,L51420,302.4,311.1,1905,20.9,77,0,0,0,0,0,0,8.700000000000045,39814.5,1609.3,0.32083333333333336,True,False
4242,L51421,302.4,311.0,1475,47.9,79,0,0,0,0,0,0,8.600000000000023,70652.5,3784.1,0.32916666666666666,True,False
4243,L51422,302.4,311.0,1462,48.5,81,0,0,0,0,0,0,8.600000000000023,70907.0,3928.5,0.3375,True,False
4244,M19103,302.4,310.9,1435,42.3,83,0,0,0,0,0,0,8.5,60700.49999999999,3510.8999999999996,0.332,False,True
4245,L51424,302.4,310.9,1469,39.6,86,0,0,0,0,0,0,8.5,58172.4,3405.6,0.35833333333333334,True,False
4246,M19105,302.6,311.1,1520,43.0,88,0,0,0,0,0,0,8.5,65360.0,3784.0,0.352,False,True
4247,L51426,302.6,311.0,1537,35.5,91,0,0,0,0,0,0,8.399999999999977,54563.5,3230.5,0.37916666666666665,True,False
4248,L51427,302.6,311.0,1369,60.0,93,1,0,1,0,0,0,8.399999999999977,82140.0,5580.0,0.3875,True,False
4249,L51428,302.6,311.0,1506,37.2,95,0,0,0,0,0,0,8.399999999999977,56023.200000000004,3534.0000000000005,0.3958333333333333,True,False
4250,L51429,302.5,310.9,1330,56.9,97,1,0,1,0,0,0,8.399999999999977,75677.0,5519.3,0.4041666666666667,True,False
4251,L51430,302.6,311.0,1660,38.0,99,0,0,0,0,0,0,8.399999999999977,63080.0,3762.0,0.4125,True,False
4252,H33665,302.5,310.9,1356,55.5,101,1,0,1,0,0,0,8.399999999999977,75258.0,5605.5,0.38846153846153847,False,False
4253,H33666,302.6,311.0,1438,51.0,106,0,0,0,0,0,0,8.399999999999977,73338.0,5406.0,0.4076923076923077,False,False
4254,M19113,302.6,311.0,1329,48.6,111,1,0,1,0,0,0,8.399999999999977,64589.4,5394.6,0.444,False,True
4255,L51434,302.6,311.0,1284,68.0,114,1,0,1,1,0,0,8.399999999999977,87312.0,7752.0,0.475,True,False
4256,M19115,302.5,311.0,1387,52.1,116,0,0,0,0,0,0,8.5,72262.7,6043.6,0.464,False,True
4257,M19116,302.6,311.0,1591,33.9,119,0,0,0,0,0,0,8.399999999999977,53934.899999999994,4034.1,0.476,False,True
4258,M19117,302.6,311.0,1589,39.0,122,0,0,0,0,0,0,8.399999999999977,61971.0,4758.0,0.488,False,True
4259,M19118,302.7,311.1,1297,60.7,125,1,0,1,0,0,0,8.400000000000034,78727.90000000001,7587.5,0.5,False,True
4260,L51439,302.7,311.2,1545,35.1,128,0,0,0,0,0,0,8.5,54229.5,4492.8,0.5333333333333333,True,False
4261,H33674,302.7,311.1,1418,43.4,130,0,0,0,0,0,0,8.400000000000034,61541.2,5642.0,0.5,False,False
4262,L51441,302.7,311.1,1730,28.1,135,0,0,0,0,0,0,8.400000000000034,48613.0,3793.5,0.5625,True,False
4263,L51442,302.6,311.0,2001,20.7,137,0,0,0,0,0,0,8.399999999999977,41420.7,2835.9,0.5708333333333333,True,False
4264,L51443,302.6,311.0,1620,36.2,139,0,0,0,0,0,0,8.399999999999977,58644.00000000001,5031.8,0.5791666666666667,True,False
4265,M19124,302.6,311.0,1542,39.7,141,0,0,0,0,0,0,8.399999999999977,61217.4,5597.700000000001,0.564,False,True
4266,L51445,302.6,311.0,1424,38.0,144,0,0,0,0,0,0,8.399999999999977,54112.0,5472.0,0.6,True,False
4267,L51446,302.7,311.1,1440,39.5,146,0,0,0,0,0,0,8.400000000000034,56880.0,5767.0,0.6083333333333333,True,False
4268,L51447,302.6,311.0,1520,42.8,148,0,0,0,0,0,0,8.399999999999977,65055.99999999999,6334.4,0.6166666666666667,True,False
4269,L51448,302.7,311.0,1694,29.8,150,0,0,0,0,0,0,8.300000000000011,50481.200000000004,4470.0,0.625,True,False
4270,L51449,302.6,311.0,1610,39.2,152,0,0,0,0,0,0,8.399999999999977,63112.00000000001,5958.400000000001,0.6333333333333333,True,False
4271,L51450,302.6,310.9,1331,52.0,154,1,0,1,0,0,0,8.299999999999955,69212.0,8008.0,0.6416666666666667,True,False
4272,L51451,302.6,310.8,1470,41.2,156,0,0,0,0,0,0,8.199999999999989,60564.00000000001,6427.200000000001,0.65,True,False
4273,L51452,302.5,310.8,1577,36.9,158,0,0,0,0,0,0,8.300000000000011,58191.299999999996,5830.2,0.6583333333333333,True,False
4274,L51453,302.6,310.8,1486,36.4,160,0,0,0,0,0,0,8.199999999999989,54090.4,5824.0,0.6666666666666666,True,False
4275,L51454,302.4,310.6,1445,40.3,162,0,0,0,0,0,0,8.200000000000045,58233.49999999999,6528.599999999999,0.675,True,False
4276,M19135,302.4,310.5,1500,36.7,164,0,0,0,0,0,0,8.100000000000023,55050.00000000001,6018.8,0.656,False,True
4277,M19136,302.2,310.4,1456,47.5,167,0,0,0,0,0,0,8.199999999999989,69160.0,7932.5,0.668,False,True
4278,L51457,302.2,310.4,1743,28.1,170,0,0,0,0,0,0,8.199999999999989,48978.3,4777.0,0.7083333333333334,True,False
4279,L51458,302.0,310.1,1409,50.4,172,0,0,0,0,0,0,8.100000000000023,71013.59999999999,8668.8,0.7166666666666667,True,False
4280,L51459,302.0,310.1,1361,45.4,174,1,0,1,0,0,0,8.100000000000023,61789.4,7899.599999999999,0.725,True,False
4281,L51460,302.1,310.1,1753,28.9,176,0,0,0,0,0,0,8.0,50661.7,5086.4,0.7333333333333333,True,False
4282,L51461,302.0,310.0,1832,22.9,178,0,0,0,0,0,0,8.0,41952.799999999996,4076.2,0.7416666666666667,True,False
4283,L51462,301.9,309.9,1374,48.5,180,1,0,1,0,0,0,8.0,66639.0,8730.0,0.75,True,False
4284,M19143,301.8,309.9,1334,61.0,182,1,0,1,0,0,0,8.099999999999966,81374.0,11102.0,0.728,False,True
4285,L51464,301.8,310.0,1493,40.3,185,0,0,0,0,0,0,8.199999999999989,60167.899999999994,7455.499999999999,0.7708333333333334,True,False
4286,L51465,301.7,309.9,1317,49.0,187,1,0,1,0,0,0,8.199999999999989,64533.0,9163.0,0.7791666666666667,True,False
4287,M19146,301.7,309.9,1434,47.9,189,0,0,0,0,0,0,8.199999999999989,68688.59999999999,9053.1,0.756,False,True
4288,M19147,301.7,309.9,1457,39.2,192,0,0,0,0,0,0,8.199999999999989,57114.4,7526.400000000001,0.768,False,True
4289,M19148,301.7,310.0,1391,50.6,195,0,0,0,0,0,0,8.300000000000011,70384.6,9867.0,0.78,False,True
4290,M19149,301.8,310.0,1781,23.9,198,0,0,0,0,0,0,8.199999999999989,42565.899999999994,4732.2,0.792,False,True
4291,L51470,301.8,310.0,1642,32.6,201,0,0,0,0,0,0,8.199999999999989,53529.200000000004,6552.6,0.8375,True,False
4292,L51471,301.8,310.0,2032,19.0,203,0,0,0,0,0,0,8.199999999999989,38608.0,3857.0,0.8458333333333333,True,False
4293,M19152,301.8,310.1,2372,13.9,205,1,0,0,1,0,0,8.300000000000011,32970.8,2849.5,0.82,False,True
4294,L51473,301.8,310.0,1393,44.9,208,0,0,0,0,0,0,8.199999999999989,62545.7,9339.199999999999,0.8666666666666667,True,False
4295,M19154,301.7,310.1,1743,27.3,210,0,0,0,0,0,0,8.400000000000034,47583.9,5733.0,0.84,False,True
4296,L51475,301.8,310.2,1457,40.4,213,0,0,0,0,0,0,8.399999999999977,58862.799999999996,8605.199999999999,0.8875,True,False
4297,L51476,301.8,310.2,2825,5.8,215,1,0,0,1,0,0,8.399999999999977,16385.0,1247.0,0.8958333333333334,True,False
4298,M19157,301.8,310.2,1609,34.2,217,0,0,0,0,0,0,8.399999999999977,55027.8,7421.400000000001,0.868,False,True
4299,M19158,301.8,310.2,1437,42.3,0,0,0,0,0,0,0,8.399999999999977,60785.1,0.0,0.0,False,True
4300,L51479,301.7,310.1,1402,50.1,3,0,0,0,0,0,0,8.400000000000034,70240.2,150.3,0.0125,True,False
4301,M19160,301.7,310.1,1644,34.6,5,0,0,0,0,0,0,8.400000000000034,56882.4,173.0,0.02,False,True
4302,L51481,301.7,310.2,1471,51.1,8,0,0,0,0,0,0,8.5,75168.1,408.8,0.03333333333333333,True,False
4303,L51482,301.7,310.1,2695,12.6,10,0,0,0,0,0,0,8.400000000000034,33957.0,126.0,0.041666666666666664,True,False
4304,L51483,301.7,310.2,1435,48.1,12,0,0,0,0,0,0,8.5,69023.5,577.2,0.05,True,False
4305,L51484,301.6,310.1,1694,26.3,14,0,0,0,0,0,0,8.5,44552.200000000004,368.2,0.058333333333333334,True,False
4306,L51485,301.6,310.1,1687,26.6,16,0,0,0,0,0,0,8.5,44874.200000000004,425.6,0.06666666666666667,True,False
4307,L51486,301.6,310.0,1869,22.9,18,0,0,0,0,0,0,8.399999999999977,42800.1,412.2,0.075,True,False
4308,L51487,301.4,309.9,1259,63.9,20,1,0,1,0,0,0,8.5,80450.09999999999,1278.0,0.08333333333333333,True,False
4309,H33722,301.4,309.9,1460,47.2,22,0,0,0,0,0,0,8.5,68912.0,1038.4,0.08461538461538462,False,False
4310,M19169,301.3,309.9,1501,39.5,27,0,0,0,0,0,0,8.599999999999966,59289.5,1066.5,0.108,False,True
4311,L51490,301.4,310.0,1776,25.6,30,0,0,0,0,0,0,8.600000000000023,45465.600000000006,768.0,0.125,True,False
4312,M19171,301.5,310.1,1468,40.8,32,0,0,0,0,0,0,8.600000000000023,59894.399999999994,1305.6,0.128,False,True
4313,L51492,301.5,310.1,1430,46.5,35,0,0,0,0,0,0,8.600000000000023,66495.0,1627.5,0.14583333333333334,True,False
4314,L51493,301.4,310.1,1502,46.6,37,0,0,0,0,0,0,8.700000000000045,69993.2,1724.2,0.15416666666666667,True,False
4315,H33728,301.4,310.1,1623,32.3,39,0,0,0,0,0,0,8.700000000000045,52422.899999999994,1259.6999999999998,0.15,False,False
4316,M19175,301.4,310.0,1651,29.8,44,0,0,0,0,0,0,8.600000000000023,49199.8,1311.2,0.176,False,True
4317,L51496,301.5,310.1,1639,33.4,47,0,0,0,0,0,0,8.600000000000023,54742.6,1569.8,0.19583333333333333,True,False
4318,M19177,301.5,310.0,1417,44.6,49,0,0,0,0,0,0,8.5,63198.200000000004,2185.4,0.196,False,True
4319,L51498,301.5,310.1,1541,42.2,52,0,0,0,0,0,0,8.600000000000023,65030.200000000004,2194.4,0.21666666666666667,True,False
4320,M19179,301.6,310.2,1411,45.1,54,0,0,0,0,0,0,8.599999999999966,63636.1,2435.4,0.216,False,True
4321,L51500,301.7,310.3,1397,44.6,57,0,0,0,0,0,0,8.600000000000023,62306.200000000004,2542.2000000000003,0.2375,True,False
4322,L51501,301.7,310.2,1686,28.9,59,0,0,0,0,0,0,8.5,48725.399999999994,1705.1,0.24583333333333332,True,False
4323,M19182,301.7,310.1,1431,44.0,61,0,0,0,0,0,0,8.400000000000034,62964.0,2684.0,0.244,False,True
4324,L51503,301.8,310.3,1341,50.5,64,1,0,1,0,0,0,8.5,67720.5,3232.0,0.26666666666666666,True,False
4325,L51504,301.7,310.2,1486,43.0,66,0,0,0,0,0,0,8.5,63898.0,2838.0,0.275,True,False
4326,L51505,301.6,310.2,1384,57.1,68,0,0,0,0,0,0,8.599999999999966,79026.40000000001,3882.8,0.2833333333333333,True,False
4327,L51506,301.6,310.1,1362,55.8,70,1,0,1,0,0,0,8.5,75999.59999999999,3906.0,0.2916666666666667,True,False
4328,H33741,301.7,310.1,1660,29.3,72,0,0,0,0,0,0,8.400000000000034,48638.0,2109.6,0.27692307692307694,False,False
4329,L51508,301.6,310.1,1326,48.2,77,1,0,1,0,0,0,8.5,63913.200000000004,3711.4,0.32083333333333336,True,False
4330,L51509,301.6,310.0,1566,30.3,79,0,0,0,0,0,0,8.399999999999977,47449.8,2393.7000000000003,0.32916666666666666,True,False
4331,L51510,301.5,309.8,1549,38.5,81,0,0,0,0,0,0,8.300000000000011,59636.5,3118.5,0.3375,True,False
4332,M19191,301.6,309.9,1746,31.1,83,0,0,0,0,0,0,8.299999999999955,54300.600000000006,2581.3,0.332,False,True
4333,M19192,301.7,309.9,1452,41.5,86,0,0,0,0,0,0,8.199999999999989,60258.0,3569.0,0.344,False,True
4334,L51513,301.6,309.8,1588,33.9,89,0,0,0,0,0,0,8.199999999999989,53833.2,3017.1,0.37083333333333335,True,False
4335,L51514,301.6,309.8,1472,42.5,91,0,0,0,0,0,0,8.199999999999989,62560.0,3867.5,0.37916666666666665,True,False
4336,L51515,301.7,309.9,1607,37.7,93,0,0,0,0,0,0,8.199999999999989,60583.9,3506.1000000000004,0.3875,True,False
4337,H33750,301.6,309.9,1423,53.6,95,0,0,0,0,0,0,8.299999999999955,76272.8,5092.0,0.36538461538461536,False,False
4338,L51517,301.6,309.9,1440,43.4,100,0,0,0,0,0,0,8.299999999999955,62496.0,4340.0,0.4166666666666667,True,False
4339,L51518,301.6,309.9,1397,43.7,102,0,0,0,0,0,0,8.299999999999955,61048.9,4457.400000000001,0.425,True,False
